wmp;kalman_p;reserva_p;inventario;pnl;gamma;sigma;kappa_calibrada;Q;R;bid_capa_0;ask_capa_0
0.284585838515433;0.2847964089527099;0.284795581860201;1;-0.24855739608523258;0.0011051709180756478;0.03276844204588759;50;0.0002897046807651512;1.4999999999999977e-06;0.2744680115765756;0.2951231521438264
0.26454031208393125;0.2645961229456288;0.2645942249278793;2;-0.27862957072326056;0.00122140275816017;0.0336968002087416;50;0.0002937734021219135;1.5000000000000005e-06;0.25425738317978464;0.274931066675974
0.25450129943908045;0.25450541234871404;0.2545035432779338;2;-0.29881099191709004;0.00122140275816017;0.033747262167703455;50;0.0002939945620775722;1.5000000000000005e-06;0.2441661969164128;0.26484088963945474
0.24448086669931057;0.24448442175194024;0.24448279348687174;2;-0.31885297311063765;0.00122140275816017;0.03176340851887777;50;0.0002852999137913403;1.5000000000000005e-06;0.23416528541953446;0.254800301554209
0.23448744686146072;0.23449113095581287;0.23449042741481588;2;-0.3388395547028924;0.00122140275816017;0.021072793919054644;50;0.00023844608767158677;1.499999999999999e-06;0.22427982418774312;0.24470103064188864
0.21878615858326644;0.2188335384830307;0.2188328592677767;2;-0.37015473964845674;0.00122140275816017;0.020883837032051225;50;0.00023761794509427094;2.0000000000000008e-06;0.2086241455864951;0.2290415729490583
0.2243881948159986;0.22430013367078555;0.2242994749025154;2;-0.359221549272947;0.00122140275816017;0.020742858077231457;50;0.00023700007571230113;1.5000000000000005e-06;0.21409217099356304;0.23450677881146775
0.18851803048713775;0.18872631623432942;0.18872531038994345;3;-0.4557350389050929;0.0013498588075760033;0.020090386247770372;50;0.00023414048318278345;2.0000000000000008e-06;0.1785245442227902;0.19892607655709668
0.16411730596764895;0.16419480418127336;0.16419327959268656;4;-0.543659315105778;0.0014918246976412704;0.020590397399945632;50;0.00023633188531062228;1.5000000000000005e-06;0.15398752786985376;0.17439903131551937
0.13785775345357057;0.1379647893880058;0.13796266443441868;5;-0.6646021127606961;0.0016487212707001282;0.020921221181303844;50;0.0002377817888482817;1.9999999999999995e-06;0.1277536205403766;0.14817170832846077
0.12388047474577327;0.12388434843770324;0.12388251162459167;5;-0.735004317512209;0.0016487212707001282;0.019650977726116785;50;0.00023221468459778572;1.5000000000000005e-06;0.11368616995567829;0.13407885329350505
0.13785169092039473;0.13763337035732684;0.1376318313201699;5;-0.666259207914091;0.0016487212707001282;0.01819761657316139;50;0.0002258450292226024;1.9999999999999995e-06;0.12745002302317257;0.14781363961716723
0.15396979315319012;0.1538087309799884;0.1538075232421998;4;-0.5913774961636044;0.0014918246976412704;0.019163537840724106;50;0.0002300783786426165;1.5000000000000005e-06;0.143616039902101;0.16399900658229857
0.1879663651948333;0.18763063096759142;0.18762981711743806;3;-0.4797215205984853;0.0013498588075760033;0.019315685957721478;50;0.00023074519918428682;2.0000000000000008e-06;0.1774367978486136;0.19782283638626252
0.18398647857514674;0.18397776393525017;0.18397677788474792;3;-0.490680121695509;0.0013498588075760033;0.02149308693710281;50;0.0002402881086146391;1.5000000000000005e-06;0.17376198490004274;0.1941915708694531
0.1780125440401049;0.1780193725273767;0.1780184184869539;3;-0.5085552959191293;0.0013498588075760033;0.021439686890207907;50;0.00024005407188189208;1.9999999999999995e-06;0.16780415949550956;0.18823267747839825
0.17397608557310917;0.17396990842176166;0.1739689797930816;3;-0.5207036882359745;0.0013498588075760033;0.021421236582548357;50;0.00023997320959854394;1.499999999999999e-06;0.16375490530222336;0.18418305428393983
0.19802533787741186;0.19780310557010145;0.19780259023807623;2;-0.4628241480771168;0.00122140275816017;0.020811488437290162;50;0.00023730086243758258;1.9999999999999995e-06;0.18759460003390568;0.20801058044224677
0.19802276115221704;0.19800004020316722;0.19799958227289408;2;-0.46243027881098525;0.00122140275816017;0.019850887649467443;50;0.00023309083111872005;1.9999999999999995e-06;0.1878011979592756;0.20819796658651255
0.2140448019191815;0.2139368036269767;0.21393660487277405;1;-0.4362955890038304;0.0011051709180756478;0.01976452376600955;50;0.00023271232356512913;1.5000000000000005e-06;0.20373907233481398;0.22413413741073412
0.2340680966731412;0.23394020897573922;0.23394020897573922;0;-0.426098255220073;0.001;0.01770575852391584;50;0.00022368935975198718;1.499999999999999e-06;0.2237632531597653;0.24411716479171314
0.25415807808483504;0.2540409144878939;0.25404106868416004;-1;-0.43602200491625376;0.0011051709180756478;0.01801063088667362;50;0.00022502552583860373;1.5000000000000005e-06;0.24386107488116113;0.26422106248715893
0.24416690134945473;0.24424031760183523;0.2442404756207046;-1;-0.4262214080301951;0.0011051709180756478;0.018517332721805016;50;0.00022724625126613896;1.5000000000000005e-06;0.23405541485535275;0.2544255363860565
0.20815367791304434;0.20845226099121014;0.20845226099121014;0;-0.4160365052837126;0.001;0.01851113502420374;50;0.00022721908857656283;1.9999999999999995e-06;0.19826725149076996;0.21863727049165033
0.19215287766213993;0.1922945514222695;0.1922945514222695;0;-0.4160365052837126;0.001;0.020073309250602942;50;0.00023406563971625871;2.4999999999999998e-06;0.18209392033578076;0.20249518250875825
0.17400789455616755;0.17409788656778172;0.17409772057239578;1;-0.4240325390517117;0.0011051709180756478;0.02009234544711197;50;0.00023414906977847706;1.499999999999999e-06;0.16389690985385405;0.1842985312909375
0.1679562780704763;0.16797289316995323;0.16797272772295088;1;-0.43015753244954014;0.0011051709180756478;0.020359923631964368;50;0.0002353217864290914;1.9999999999999995e-06;0.15776924125213213;0.17817621419376964
0.16797899409498812;0.16794610978266017;0.16794597221772523;1;-0.4301843158368332;0.0011051709180756478;0.018859590984473845;50;0.00022874626877938834;1.9999999999999995e-06;0.1577574889075715;0.17813445552787896
0.17804026603547163;0.17792870491168244;0.17792858327063168;1;-0.4202017207078109;0.0011051709180756478;0.018032329035074658;50;0.00022512062245468788;1.9999999999999995e-06;0.16774837248854674;0.18810879405271663
0.19211857218310704;0.19194662317844532;0.19194651907325333;1;-0.406183802441048;0.0011051709180756478;0.017023904917926828;50;0.0002207009955194327;2.4999999999999998e-06;0.18177639242089347;0.2021166457256132
0.20405739393462108;0.20397483060070493;0.20397473316096953;1;-0.39415559501878844;0.0011051709180756478;0.01677237849721281;50;0.0002195986290398803;1.499999999999999e-06;0.19380712174501927;0.2141423445769198
0.19404972099099163;0.19410988493528125;0.194109795409034;1;-0.4040205406842121;0.0011051709180756478;0.01672180413220681;50;0.00021937697644152106;1.5000000000000005e-06;0.18394268973114453;0.20427690108692348
0.1720050977861306;0.17222216108010724;0.17222207509604404;1;-0.4259082645393861;0.0011051709180756478;0.01669318963759691;50;0.00021925156750993548;2.4999999999999998e-06;0.16205525555993833;0.18238889463214975
0.19804974105738454;0.19781131977992295;0.19781131977992295;0;-0.4157415309873436;0.001;0.015732514168531535;50;0.00021504120888510522;1.9999999999999995e-06;0.18765409621018098;0.2079685433496649
0.20405981584765348;0.2040189492833605;0.2040189492833605;0;-0.4157415309873436;0.001;0.016775002584267267;50;0.00021961012964327636;1.499999999999999e-06;0.1938513009337087;0.21418659763301232
0.20406544016917236;0.20406618091605153;0.20406618091605153;0;-0.4157415309873436;0.001;0.01673971000603256;50;0.00021945545263116575;1.499999999999999e-06;0.19389888548865283;0.21423347634345022
0.21234715162739784;0.21226346449492192;0.21226346449492192;0;-0.4157415309873436;0.001;0.016694860324252516;50;0.00021925888963920427;2.4999999999999998e-06;0.20209661755985614;0.2224303114299877
0.2040702583179187;0.20412659971465347;0.20412659971465347;0;-0.4157415309873436;0.001;0.01594644094151873;50;0.00021597878714408274;1.499999999999999e-06;0.19396723689857404;0.2142859625307329
0.1981319599340684;0.19818268702297132;0.19818268702297132;0;-0.4157415309873436;0.001;0.016070060812329718;50;0.00021652057675569406;1.9999999999999995e-06;0.1880220880205456;0.20834328602539703
0.18607173161804552;0.18621847587644297;0.18621847587644297;0;-0.4157415309873436;0.001;0.01568934044893337;50;0.00021485199114349576;2.999999999999999e-06;0.17606168403957967;0.19637526771330627
0.193993759765834;0.1939357672153154;0.1939357672153154;0;-0.4157415309873436;0.001;0.015066799134840103;50;0.00021212357527829648;1.5000000000000005e-06;0.1837852007293397;0.20408633370129112
0.17800423113251926;0.17813664645177227;0.17813664645177227;0;-0.4157415309873436;0.001;0.014324071403288112;50;0.000208868417619818;1.9999999999999995e-06;0.16799350716884026;0.18827978573470427
0.17397382582937115;0.1739886710244836;0.1739886710244836;0;-0.4157415309873436;0.001;0.01453148363534859;50;0.00020977744455791679;1.499999999999999e-06;0.16384345763997196;0.18413388440899522
0.21801905129470536;0.21760529393021957;0.21760531905822272;-1;-0.44921294050856797;0.0011051709180756478;0.01238846748297201;50;0.0002003852337324572;2.0000000000000008e-06;0.20748154626792512;0.22772909184852033
0.19401314265719086;0.194174423294527;0.194174423294527;0;-0.4390891928462735;0.001;0.01553627612093255;50;0.0002141811551179032;1.5000000000000005e-06;0.18401916208563748;0.20432968450341651
0.18399994468586386;0.18406312037072534;0.18406312037072534;0;-0.4390891928462735;0.001;0.01592173657866801;50;0.00021587051517238284;1.5000000000000005e-06;0.17390400459580402;0.19422223614564665
0.214046589089566;0.21385167730799587;0.2138517091821542;-1;-0.4587186340086227;0.0011051709180756478;0.016040808347164932;50;0.00021639237178640937;1.5000000000000005e-06;0.20369141338685462;0.2240120049774538
0.19813161153018044;0.19827240198933238;0.19827243559742355;-1;-0.44313935868995924;0.0011051709180756478;0.017288442989625723;50;0.00022186038824636162;1.9999999999999995e-06;0.18809966359358224;0.20844520760126486
0.1940664494239099;0.19409304604427957;0.19409307614453247;-1;-0.43896000274490643;0.0011051709180756478;0.017638334134613763;50;0.00022339385844258238;1.5000000000000005e-06;0.18391680526790963;0.20426934702115532
0.19406547159968499;0.1940645327018408;0.1940645569596981;-1;-0.4389314894024676;0.0011051709180756478;0.017401770500453037;50;0.00022235706946494894;1.5000000000000005e-06;0.18389065169327293;0.20423846222612327
0.20213155450030237;0.20204729049953066;0.20204730909085633;-1;-0.4469142472001575;0.0011051709180756478;0.01717404264723621;50;0.00022135900512191084;2.4999999999999998e-06;0.1918756810777959;0.21221893710391676
0.2080907386512698;0.20804518884661607;0.20804520350995145;-1;-0.4529121455472429;0.0011051709180756478;0.017125339162486118;50;0.0002211455520426141;1.9999999999999995e-06;0.19787406252635603;0.21821634449354688
0.2140510679957551;0.21401919940469843;0.21401920867252705;-1;-0.4588861561053253;0.0011051709180756478;0.016327155760437514;50;0.00021764734845646316;1.5000000000000005e-06;0.20385604943474056;0.22418236791031354
0.20811607622060518;0.20817713049486763;0.2081771351868717;-1;-0.4530440871954945;0.0011051709180756478;0.015388894696913043;50;0.00021353522559254122;1.9999999999999995e-06;0.19802335845602814;0.21833091191771525
0.20405947602901825;0.20409023591263767;0.20409023772585852;-1;-0.4489571926132645;0.0011051709180756478;0.015403442321780429;50;0.00021359898356263987;1.499999999999999e-06;0.19393631552037402;0.21424415993134302
0.20405425800904706;0.20405663339197072;0.2040566336552146;-1;-0.4489235900925976;0.0011051709180756478;0.015433499351941144;50;0.00021373071470416375;1.499999999999999e-06;0.19390241088275026;0.21421085642767893
