wmp;kalman_p;reserva_p;inventario;pnl;gamma;sigma;kappa_calibrada;Q;R;bid_optimo;ask_optimo
0.39360900702013585;0.3936562344450871;0.3936595467707607;-3;-0.22205569553120497;0.0013498588075760033;0.033399708532016535;50;2.0019912559604958e-06;1.5000000000000005e-06;0.3833256891773033;0.4039934043642181
0.37361887460955306;0.37376890869883794;0.3737708716242059;-2;-0.17195049877092283;0.00122140275816017;0.033222922770711226;50;1.996687683121337e-06;1.5000000000000005e-06;0.3634387685926129;0.3841029746557989
0.3772672860192709;0.3770410937060136;0.37704307976919826;-2;-0.1784948687852741;0.00122140275816017;0.033534774942813324;50;2.0060432482843995e-06;2.0000000000000008e-06;0.36670785825397334;0.3873783012844232
0.38364838417862096;0.38361984816882133;0.3836218177217916;-2;-0.1916523777108896;0.00122140275816017;0.0335148056470851;50;2.005444169412553e-06;1.5000000000000005e-06;0.37328679589708497;0.39395683954649824
0.40375158240010434;0.40365068616307503;0.40365392833461483;-3;-0.2414079003159737;0.0013498588075760033;0.033519100740088445;50;2.005573022202653e-06;1.4999999999999977e-06;0.3933188768351927;0.413988979834037
0.42380103166216265;0.4237976893971303;0.4238025153473102;-4;-0.31165761958123284;0.0014918246976412704;0.0338163491386334;50;2.014490474159002e-06;1.5000000000000005e-06;0.41346450608013147;0.434140524614489
0.42766627829650705;0.42782566033861447;0.4278305236657113;-4;-0.3277695033471695;0.0014918246976412704;0.03408141189956422;50;2.0224423569869266e-06;2.0000000000000008e-06;0.4174898638104651;0.43817118352095746
0.46397351243351376;0.46374285783169555;0.46374952353456783;-5;-0.49700996763023175;0.0016487212707001282;0.03408018289013412;50;2.022405486704024e-06;1.4999999999999977e-06;0.45340889219293595;0.4740901548761997
0.4821554334581397;0.48235696077679796;0.4823638875067302;-5;-0.5900804823557442;0.0016487212707001282;0.034870011554047516;50;2.0461003466214253e-06;2.500000000000001e-06;0.4720153580086771;0.4927124170047833
0.470235411448652;0.47074822393383053;0.4707551603721141;-5;-0.5320367981409069;0.0016487212707001282;0.03502906162665338;50;2.050871848799601e-06;3.4999999999999995e-06;0.4604050403995573;0.4811052803446709
0.48220361729661915;0.4819490374117773;0.4819558942383941;-5;-0.5880408655306408;0.0016487212707001282;0.03497763337344073;50;2.0493290012032215e-06;2.500000000000001e-06;0.4716062885398905;0.49230549993689765
0.47807995743791987;0.47821310244686643;0.4782198972827545;-5;-0.5693611907060863;0.0016487212707001282;0.03495603662149822;50;2.0486810986449464e-06;2.0000000000000008e-06;0.4678705075482097;0.4885692870172993
0.462083406628756;0.4622359295764642;0.46224258943975133;-5;-0.4894753263540754;0.0016487212707001282;0.03477314214263372;50;2.0431942642790115e-06;2.4999999999999985e-06;0.45189502861984165;0.472590150259661
0.44401131591583376;0.4440299008197251;0.4440347682671901;-4;-0.40631031037049614;0.0014918246976412704;0.03508648484916416;50;2.0525945454749247e-06;1.5000000000000005e-06;0.43368405783238423;0.454385478701996
0.4720776408514032;0.4715257566609443;0.47153243609772916;-5;-0.5334340116943213;0.0016487212707001282;0.035150866154404124;50;2.0545259846321235e-06;2.4999999999999985e-06;0.4611810980999766;0.4818837740954817
0.45803090438509403;0.4584079617567782;0.45841187061131333;-5;-0.467845037173491;0.0016487212707001282;0.027006080106247565;50;1.8101824031874269e-06;1.9999999999999982e-06;0.4481419791312235;0.46868176209140316
0.4540193699561035;0.45395922791588317;0.4539604734582138;-5;-0.4456013679690156;0.0016487212707001282;0.015315069315271006;50;1.45945207945813e-06;1.5000000000000005e-06;0.44380749015855403;0.4641134567578735
0.45803800513537696;0.45792209159353403;0.4579233416374954;-5;-0.4654156863572698;0.0016487212707001282;0.015411812936204493;50;1.4623543880861347e-06;1.9999999999999982e-06;0.4477693909175763;0.46807729235741447
0.46400947237070994;0.46398599848512334;0.4639872364571437;-5;-0.49573522081521615;0.0016487212707001282;0.015410491153167196;50;1.4623147345950157e-06;1.4999999999999977e-06;0.45383329895483704;0.4741411739594503
0.4640096306636695;0.4640689880850173;0.464070213875018;-5;-0.4961501688146863;0.0016487212707001282;0.015406659902066857;50;1.4621997970620057e-06;1.4999999999999977e-06;0.4539163146845907;0.4742241130654453
0.46798698254480015;0.467938361982598;0.4679395769312878;-5;-0.5154970383025894;0.0016487212707001282;0.015406284252941393;50;1.4621885275882417e-06;1.9999999999999982e-06;0.4577856814972898;0.47809347236528577
0.4560032167936673;0.45631004404038883;0.4563110811949322;-5;-0.45735544859154365;0.0016487212707001282;0.014369922593893159;50;1.4310976778167946e-06;2.999999999999999e-06;0.4461675492066613;0.4664546131832031
0.4520214464875757;0.45191122963389824;0.4519123265096826;-5;-0.4353613765590909;0.0016487212707001282;0.014839361292921538;50;1.445180838787646e-06;2.4999999999999985e-06;0.4417641002118171;0.4620605528075481
0.45211500959210194;0.4520352917891351;0.45203639528463324;-5;-0.4359816873352753;0.0016487212707001282;0.014947718086891541;50;1.4484315426067463e-06;2.4999999999999985e-06;0.44188708543669264;0.46218570513257384
0.44803641604662187;0.44808744141485685;0.4480884634925245;-5;-0.41624243546388406;0.0016487212707001282;0.014448231577259333;50;1.43344694731778e-06;2.0000000000000008e-06;0.43794414842733065;0.4582327785577184
0.4580816718976519;0.45789848623084284;0.45789942357413627;-5;-0.46529765954381386;0.0016487212707001282;0.01389456974998078;50;1.4168370924994233e-06;1.9999999999999982e-06;0.44776064503593377;0.46803820211233876
0.4620376044231581;0.4621246427159935;0.4621255876278544;-5;-0.48642844196956725;0.0016487212707001282;0.014014293247494668;50;1.42042879742484e-06;2.4999999999999985e-06;0.4519856118744154;0.4722655633812934
0.48837005485250606;0.4880801672510268;0.4880809892226762;-6;-0.6320206685144671;0.0018221188003905093;0.011486568968666688;50;1.3445970690600005e-06;2.0000000000000008e-06;0.47796630783339794;0.4981956706119544
0.5685161419898512;0.5677357283411517;0.5677369137634086;-7;-1.179494092784414;0.0020137527074704765;0.012209794088719337;50;1.3662938226615801e-06;1.9999999999999953e-06;0.5576150196510481;0.5778588078757692
0.5986781218430763;0.5993269657049001;0.5993314374068047;-8;-1.4221009121597836;0.002225540928492468;0.021212445462952454;50;1.6363733638885735e-06;2.0000000000000008e-06;0.5891195402204473;0.6095433345931621
0.6043623841425643;0.6046136120666504;0.6046183702943292;-8;-1.4643940830537865;0.002225540928492468;0.021995076392294147;50;1.6598522917688245e-06;1.5000000000000005e-06;0.5943986469728509;0.6148380936158074
0.6244346837821176;0.6243143711140896;0.6243201479902224;-9;-1.6314764329315823;0.00245960311115695;0.021872973011519872;50;1.656189190345596e-06;1.5000000000000005e-06;0.614101669592046;0.6345386263883988
0.6243844409710361;0.6245555125933474;0.6245609592886348;-9;-1.6336467062449023;0.00245960311115695;0.021375416485743565;50;1.6412624945723069e-06;1.5000000000000005e-06;0.6143474563333411;0.6347744622439284
0.6243701421984812;0.6243786360252989;0.6243835966799366;-9;-1.6320548171324658;0.00245960311115695;0.020541643573254546;50;1.6162493071976364e-06;1.5000000000000005e-06;0.6141784312486995;0.6345887621111737
0.6187496132243779;0.6188157942012478;0.6188205295076852;-9;-1.5819892407160054;0.00245960311115695;0.020192214229115272;50;1.6057664268734582e-06;2.0000000000000008e-06;0.6086188582839466;0.6290222007314238
0.6072900362479338;0.6073995710447091;0.6074040855137632;-9;-1.4792432323071578;0.00245960311115695;0.01984292513739281;50;1.5952877541217841e-06;3.0000000000000018e-06;0.5972059070950334;0.6176022639324931
0.5885530529128866;0.5886430524042401;0.5886476438324224;-9;-1.3104345645429367;0.00245960311115695;0.020139934215237985;50;1.6041980264571395e-06;2.0000000000000008e-06;0.5784464953959642;0.5988487922688807
0.5943005713757278;0.5940842054113297;0.5940891450470401;-9;-1.3594049416067424;0.00245960311115695;0.021004526598340525;50;1.6301357979502158e-06;1.5000000000000005e-06;0.5838793508993992;0.604298939194681
0.5928974966921832;0.5929844350756996;0.5929893176032526;-9;-1.3495070085860723;0.00245960311115695;0.021006260393628615;50;1.6301878118088582e-06;2.500000000000001e-06;0.5827795061180853;0.6031991290884199
0.6029559480063902;0.6027965881749399;0.6028014284449511;-9;-1.4378163864792342;0.00245960311115695;0.021027954929333403;50;1.630838647880002e-06;2.500000000000001e-06;0.5925914000197626;0.6130114568701396
0.5986694229709485;0.5988271472294328;0.5988319276184372;-9;-1.4020914179696709;0.00245960311115695;0.02102645778496219;50;1.6307937335488656e-06;2.0000000000000008e-06;0.5886219141643242;0.6090419410725502
0.6143366525454981;0.6141684170173407;0.6141740606385714;-10;-1.5452893220056332;0.002718281828459045;0.020734989036424897;50;1.6220496710927467e-06;1.5000000000000005e-06;0.6039669882026769;0.6243811330744659
0.624350210703284;0.6243912548360192;0.62439676484404;-10;-1.6475177001924175;0.002718281828459045;0.020606865015151757;50;1.6182059504545526e-06;1.5000000000000005e-06;0.6141909736135318;0.6346025560745483
0.6243467434113267;0.6244410770087461;0.6244464699196197;-10;-1.6480159219196864;0.002718281828459045;0.02051296651123107;50;1.615388995336932e-06;1.5000000000000005e-06;0.6142416176486274;0.634651322190612
0.6186910573275679;0.6187646186297571;0.618769891054324;-10;-1.591251338129796;0.002718281828459045;0.02039853095249617;50;1.6119559285748848e-06;2.0000000000000008e-06;0.6085661831078133;0.6289735990008347
0.6143696262868362;0.6143595897752728;0.6143647761436332;-10;-1.5472010495849542;0.002718281828459045;0.020668747515548064;50;1.620062425466442e-06;1.5000000000000005e-06;0.6041583661049418;0.6245711861823245
0.6377455894539535;0.6372466485914843;0.637251857703162;-10;-1.7760716377470684;0.002718281828459045;0.020851003476101342;50;1.6255301042830402e-06;3.0000000000000018e-06;0.6270436251544055;0.6474600902519184
0.638808342414147;0.6390473439369697;0.6390524163457058;-10;-1.7940785912019228;0.002718281828459045;0.02072289169962286;50;1.6216867509886857e-06;2.0000000000000008e-06;0.628845464879891;0.6492593678115205
0.6444987849612624;0.6444741717393458;0.6444758390595645;-10;-1.8483468692256846;0.002718281828459045;0.011967053705012857;50;1.3590116111503855e-06;1.5000000000000005e-06;0.6343564435936987;0.6545952345254303
0.6544837987976303;0.6544339674984666;0.6544351236959649;-10;-1.947944826816892;0.002718281828459045;0.01003366368566946;50;1.3010099105700837e-06;1.5000000000000005e-06;0.6443350616047616;0.6645351857871682
0.6644877167803465;0.6644851030145563;0.6644862737757072;-10;-2.048456181977789;0.002718281828459045;0.01015849363427558;50;1.3047548090282675e-06;1.5000000000000005e-06;0.654384963418949;0.6745875841324654
0.6745746226409524;0.6745741136949326;0.674575123482892;-10;-2.149346288781551;0.002718281828459045;0.009512635641401226;50;1.2853790692420367e-06;1.5000000000000005e-06;0.6644802715305065;0.6846699754352774
0.6846068645751963;0.6846074830346066;0.6846085091522608;-10;-2.249679982178292;0.002718281828459045;0.009663546676232591;50;1.2899064002869778e-06;1.4999999999999947e-06;0.6745121481305474;0.6947048701739742
0.6545433281480217;0.6549941438308942;0.6549949865863846;-9;-1.9730645944408205;0.00245960311115695;0.009775616399737336;50;1.2932684919921199e-06;1.5000000000000005e-06;0.6448974787789542;0.6650924943938149
0.6736744934810616;0.6728024129751533;0.6728036827895364;-9;-2.133339016739153;0.00245960311115695;0.012104216820606684;50;1.3631265046182004e-06;2.4999999999999955e-06;0.6626828895506218;0.682924476028451
0.6736747575817794;0.6739405292535557;0.6739417940986601;-9;-2.1435820632447746;0.00245960311115695;0.012170474049748761;50;1.3651142214924627e-06;2.4999999999999955e-06;0.6638203383037502;0.6840632498935699
0.6690972937753484;0.6691884604817133;0.6691894788934774;-9;-2.100813444298193;0.00245960311115695;0.011016686982151727;50;1.3305006094645518e-06;2.0000000000000008e-06;0.6590795606854669;0.6792993971014878
0.6745758833061024;0.6744702525743697;0.6744712909554588;-9;-2.1483495731321;0.00245960311115695;0.011203875366035041;50;1.3361162609810513e-06;1.5000000000000005e-06;0.6643595009096489;0.6845830810012686
0.6791722910230705;0.679175371726255;0.6791763841284438;-9;-2.190695645499068;0.00245960311115695;0.011142860114559153;50;1.3342858034367746e-06;1.9999999999999953e-06;0.6690652042201419;0.6892875640367457
0.679166574256275;0.6792339550264538;0.6792349380118226;-9;-2.191222895200857;0.00245960311115695;0.011067723870971253;50;1.3320317161291373e-06;1.9999999999999953e-06;0.6691245094474766;0.6893453665761685
0.6645854163836895;0.6647451426866655;0.6647460908216898;-9;-2.060823584142763;0.00245960311115695;0.010950616293981207;50;1.3285184888194362e-06;1.5000000000000005e-06;0.6546368333043109;0.6748553483390687
0.6645939954357145;0.6644436943729916;0.6644447009220609;-9;-2.058110549319697;0.00245960311115695;0.01137545785122328;50;1.3412637355366983e-06;1.5000000000000005e-06;0.6543311950936003;0.6745582067505215
0.6792059924453846;0.6789829459310497;0.6789839129481778;-9;-2.18896381334222;0.00245960311115695;0.011249338286139122;50;1.3374801485841735e-06;1.9999999999999953e-06;0.6688716682843486;0.689096157612007
0.6692047236431338;0.6695442825066015;0.6695452896454704;-9;-2.104015842522186;0.00245960311115695;0.011570502907992181;50;1.3471150872397654e-06;2.0000000000000008e-06;0.6594298334144139;0.679660745876527
0.684606426651967;0.6843556367781978;0.6843568881464159;-10;-2.2420129218682234;0.002718281828459045;0.011745940398271107;50;1.3523782119481331e-06;1.4999999999999947e-06;0.6742397037535148;0.694474072539317
0.6745482926060474;0.6748029478468118;0.6748042141775283;-10;-2.146486032554364;0.002718281828459045;0.011919016123527824;50;1.3575704837058346e-06;1.5000000000000005e-06;0.6646852990744199;0.6849231292806368
0.6690045673222473;0.668961433842923;0.6689625644873447;-10;-2.088070892515475;0.002718281828459045;0.011356107603092882;50;1.3406832280927864e-06;2.0000000000000008e-06;0.6588492783164317;0.6790758506582577
0.7045198401682088;0.7040760522674097;0.7040774360382236;-11;-2.4642172783694942;0.0030041660239464333;0.011489769463694434;50;1.344693083910833e-06;1.5000000000000005e-06;0.6939628421997387;0.7141920298767085
0.6845114169294783;0.6850840348095038;0.6850856258770605;-10;-2.2641838937227634;0.002718281828459045;0.013711303708443172;50;1.411339111253295e-06;1.4999999999999947e-06;0.6749487883852794;0.6952224633688415
0.6589543292938147;0.6590749631600794;0.659076376397697;-9;-2.01996700245372;0.00245960311115695;0.01445686945571957;50;1.433706083671587e-06;2.0000000000000008e-06;0.6489320572110715;0.6692206955843225
0.6825982693043838;0.6814583686200752;0.6814599748821197;-9;-2.2214176515936828;0.00245960311115695;0.015550207137420594;50;1.4665062141226177e-06;3.499999999999996e-06;0.671304722587586;0.6916152271766535
0.6935906450339018;0.693724084544858;0.6937257998203777;-9;-2.3318090949167276;0.00245960311115695;0.016210205916303348;50;1.4863061774891005e-06;2.4999999999999955e-06;0.6835639477003834;0.7038876519403721
0.6835755621268298;0.6839356379778869;0.683937337268593;-9;-2.2437130758139885;0.00245960311115695;0.016287780464182288;50;1.4886334139254686e-06;2.4999999999999955e-06;0.6737747094221994;0.6940999651149865
0.6680805190310583;0.6682123247431784;0.66821372154044;-9;-2.1022032567016113;0.00245960311115695;0.014902662214944304;50;1.447079866448329e-06;2.9999999999999963e-06;0.658064944535866;0.6783624985450141
0.6690587770465551;0.6688492670515226;0.6688506281801;-9;-2.1079357374767094;0.00245960311115695;0.014855021233594253;50;1.4456506370078274e-06;2.0000000000000008e-06;0.658702327573622;0.678998928786578
0.6891078390574343;0.688839774881117;0.6888413978905746;-10;-2.297691154037598;0.002718281828459045;0.014852992747221096;50;1.4455897824166328e-06;1.9999999999999953e-06;0.6786931438187378;0.6989896519624115
0.6891555601287072;0.6894062162931915;0.6894079344484654;-10;-2.3033555681583424;0.002718281828459045;0.01547441696547854;50;1.4642325089643562e-06;1.9999999999999953e-06;0.6792534663033605;0.6995624025935703
0.6891977749967981;0.6892166442505481;0.689218312810617;-10;-2.301459847731908;0.002718281828459045;0.01544208415962701;50;1.4632625247888103e-06;1.9999999999999953e-06;0.679064167984782;0.699372457636452
0.6991818851199271;0.6990498057485167;0.6990514318284633;-10;-2.399791462711595;0.002718281828459045;0.015415360778766336;50;1.46246082336299e-06;2.0000000000000008e-06;0.688897554229173;0.7092053094277536
0.7045916815335429;0.7046304389951559;0.704632034885318;-10;-2.4555977951779857;0.002718281828459045;0.015553576678741356;50;1.4666073003622405e-06;1.5000000000000005e-06;0.6944767751645975;0.7147872946060385
0.6945861637790037;0.6947428216658482;0.6947442875193148;-10;-2.356721621884909;0.002718281828459045;0.015138861572900383;50;1.4541658471870114e-06;1.5000000000000005e-06;0.6845931748369256;0.704895400201704
0.7037980827037972;0.7034907041990485;0.7034921722884352;-10;-2.444200447216912;0.002718281828459045;0.015368460668568647;50;1.4610538200570592e-06;2.500000000000001e-06;0.6933387636774985;0.7136455808993719
0.6992031649703;0.6993651536532408;0.6993665387875063;-10;-2.402944941758835;0.002718281828459045;0.015164784903701527;50;1.4549435471110457e-06;2.0000000000000008e-06;0.6892151668788555;0.7095179106961571
0.699218764783586;0.6991732888674926;0.6991746027893815;-10;-2.401026293901354;0.002718281828459045;0.015012596113387964;50;1.450377883401639e-06;2.0000000000000008e-06;0.6890247527272662;0.7093244528514968
