wmp;kalman_p;reserva_p;inventario;pnl;gamma;sigma;kappa_calibrada;Q;R;bid_optimo;ask_optimo
0.7038034642363128;0.7037222999731825;0.7037235261120802;-10;-2.4465164049582517;0.002718281828459045;0.014686355820042275;50;1.440590674601268e-06;2.500000000000001e-06;0.6935769383642202;0.7138701138599403
0.7037626072638347;0.7038333754693463;0.7038345360733828;-10;-2.4476271599198904;0.002718281828459045;0.01450058104096325;50;1.4350174312288974e-06;2.500000000000001e-06;0.6936898060228166;0.7139792661239489
0.6891904843526947;0.6893863093610253;0.6893874223162247;-10;-2.303156498836681;0.002718281828459045;0.01440207180007782;50;1.4320621540023346e-06;1.9999999999999953e-06;0.6792436773312908;0.6995311673011587
0.6992135137945559;0.698898636628203;0.6988994509162274;-10;-2.3982797715084567;0.002718281828459045;0.012501158944114106;50;1.375034768323423e-06;2.0000000000000008e-06;0.6887747145431501;0.7090241872893047
0.6938197104716152;0.6940571356105427;0.6940578548772398;-10;-2.3498647613318546;0.002718281828459045;0.011921676583434902;50;1.357650297503047e-06;2.4999999999999955e-06;0.6839389131702555;0.7041767965842242
0.6938244871537842;0.6937536358820436;0.6937541514048986;-10;-2.3468297640468636;0.002718281828459045;0.010241827967924413;50;1.3072548390377323e-06;2.4999999999999955e-06;0.6836520077274557;0.7038562950823415
0.714600726613675;0.7143715507496569;0.7143720222630455;-11;-2.5635241683903107;0.0030041660239464333;0.009027829924738334;50;1.27083489774215e-06;1.5000000000000005e-06;0.7042820470803722;0.7244619974457188
0.7139076122565982;0.7142853809020208;0.714285912969381;-11;-2.562576300066314;0.0030041660239464333;0.009756784142213613;50;1.2927035242664084e-06;2.500000000000001e-06;0.7041886484635143;0.7243831774752478
0.7192761838000196;0.71921176230575;0.7192122412848002;-11;-2.6167664955073358;0.0030041660239464333;0.009422409207097004;50;1.28267227621291e-06;2.0000000000000008e-06;0.7091183204278368;0.7293061621417636
0.7139666541387555;0.7141495935423268;0.7141499707963964;-11;-2.5610826391096797;0.0030041660239464333;0.008508473663437719;50;1.2552542099031316e-06;2.500000000000001e-06;0.7040651890203191;0.7242347525724737
0.7246587903643223;0.724488921613447;0.7244893003828256;-11;-2.6748152478920026;0.0030041660239464333;0.008674201429637424;50;1.2602260428891227e-06;1.5000000000000005e-06;0.7144028613788717;0.7345757393867794
0.7293326170166462;0.7294055874098748;0.7294058869090473;-11;-2.7288985716527083;0.0030041660239464333;0.007873987078827215;50;1.2362196123648164e-06;2.0000000000000008e-06;0.7193274498082135;0.7394843240098811
0.7246622116660939;0.7247753161646653;0.7247756062153631;-11;-2.677965587955404;0.0030041660239464333;0.007895788691117072;50;1.2368736607335122e-06;1.5000000000000005e-06;0.7146969511049557;0.7348542613257705
0.514052668452831;0.5164598809623785;0.5164601177171831;-10;-0.5847328708728261;0.002718281828459045;0.00802492524466342;50;1.2407477573399026e-06;1.5000000000000005e-06;0.506380142464378;0.5265400929699883
0.38606465787000166;0.3823786978488639;0.38238512065701635;-9;0.632077515646805;0.00245960311115695;0.04748078751551462;50;2.4244236254654383e-06;7e-06;0.37191057041209924;0.39285967090193347
0.4178660667516747;0.41655794038076843;0.41656790517672115;-10;0.3007660633808298;0.002718281828459045;0.05480578074769025;50;2.6441734224307073e-06;2.0000000000000008e-06;0.4060201340847793;0.427115676268663
0.4350949955474142;0.43515464647817265;0.4351645307814545;-10;0.11479900240678731;0.002718281828459045;0.0559759590396888;50;2.6792787711906642e-06;3.0000000000000018e-06;0.4246050582246686;0.4457240033382404
0.43141934699851037;0.431623401584295;0.43163283818260995;-10;0.15011145134556436;0.002718281828459045;0.05623515381525558;50;2.6870546144576675e-06;2.500000000000001e-06;0.42107077374852225;0.44219490261669764
0.4780686519679659;0.47770938740295865;0.4777202583501736;-11;-0.34626289162733315;0.0030041660239464333;0.056240870884991315;50;2.687226126549739e-06;2.0000000000000008e-06;0.4671581669409112;0.488282349759436
0.6167802296799684;0.6157438031485403;0.6157567178134143;-12;-1.9921029182178351;0.0033201169227365483;0.05777137495350419;50;2.7331412486051257e-06;3.0000000000000018e-06;0.6051793552408067;0.626334080386022
0.6167684246418059;0.6182058239588641;0.6182218903898851;-12;-2.0216471679417216;0.0033201169227365483;0.06673589432945015;50;3.0020768298835046e-06;3.0000000000000018e-06;0.6075548855997115;0.6288888951800586
0.6159267618847534;0.6160432213201111;0.6160581780603182;-12;-1.995695936276686;0.0033201169227365483;0.06674674934734232;50;3.0024024804202693e-06;4.000000000000002e-06;0.6053910647235695;0.6267252913970668
0.6287153992100236;0.6286215324815321;0.6286353524554524;-12;-2.146635670213737;0.0033201169227365483;0.06670681498011594;50;3.001204449403478e-06;2.0000000000000008e-06;0.617968638449118;0.6393020664617869
0.6232240367545673;0.6233676184200763;0.6233798798312049;-12;-2.083588701476267;0.0033201169227365483;0.06674266737354373;50;3.002280021206312e-06;2.500000000000001e-06;0.6127128073128391;0.6340469523495708
0.6131763801244406;0.6132201651684861;0.6132313815982764;-12;-1.961819262457185;0.0033201169227365483;0.06674310253385432;50;3.0022930760156294e-06;2.500000000000001e-06;0.6025643047284519;0.6238984584681009
0.6131818950549993;0.6131001596546458;0.6131103294194579;-12;-1.9603791962911021;0.0033201169227365483;0.06675277349665797;50;3.0025832048997386e-06;2.500000000000001e-06;0.6024431558432161;0.6237775029956997
0.6332460092707829;0.6330777751235664;0.633086862877695;-12;-2.2001105819181497;0.0033201169227365483;0.06650651101792891;50;2.995195330537867e-06;2.500000000000001e-06;0.6224221518444821;0.6437515739109079
0.6287633060503514;0.6289197365018949;0.6289278288250364;-12;-2.1502141184580914;0.0033201169227365483;0.06674026544480051;50;3.002207963344015e-06;2.0000000000000008e-06;0.6182607803251605;0.6395948773249123
0.6275589006551476;0.6275373592374832;0.6275443922255175;-12;-2.133625591285151;0.0033201169227365483;0.066705171812784;50;3.00115515438352e-06;3.0000000000000018e-06;0.6168776946503108;0.6382110898007242
0.6443977098597754;0.6443078542649835;0.6443146541470361;-13;-2.3409682960794127;0.0036692966676192445;0.06670933258305514;50;3.001279977491654e-06;1.5000000000000005e-06;0.6336479522093585;0.6549813560847138
0.6331889898838764;0.6334158744907096;0.6334208674773807;-13;-2.1993725590138515;0.0036692966676192445;0.06680031926622271;50;3.004009577986681e-06;2.500000000000001e-06;0.6227532557062555;0.6440884792485059
0.6287871952140699;0.6287495142013411;0.6287528766779473;-13;-2.1387098752520624;0.0036692966676192445;0.0667797841980235;50;3.0033935259407047e-06;2.0000000000000008e-06;0.6180854702499696;0.639420283105925
0.6287640135970021;0.628732096573269;0.6287341873867403;-13;-2.1384834460871245;0.0036692966676192445;0.06677977268641877;50;3.003393180592563e-06;2.0000000000000008e-06;0.6180667810738744;0.6394015936996061
0.6442495579895445;0.6441716243378276;0.6441720624290137;-14;-2.3439673376646075;0.004055199966844675;0.04654244933837064;50;2.396273480151119e-06;1.5000000000000005e-06;0.6337070623065721;0.6546370625514553
0.47791380494302765;0.47941782752648754;0.4794178789296783;-13;-0.19170341708593241;0.0036692966676192445;0.0328270570228983;50;1.9848117106869488e-06;2.0000000000000008e-06;0.4690899873157984;0.4897457705435582
