wmp;kalman_p;reserva_p;inventario;pnl;gamma;sigma;Q;R;bid_capa_0;ask_capa_0;bid_capa_1;ask_capa_1;bid_capa_2;ask_capa_2
0.5802368379071445;0.5840452710344571;0.5840452710344571;0;0.0;0.3;0.009005885646486973;2.5367645136410777e-06;6.740366300081076e-06;0.5343369286438256;0.6337536134250886;0.5313369286438256;0.6367536134250886;0.5283369286438256;0.6397536134250886
0.5851184153945554;0.5837046430307953;0.5837046430307953;0;0.0;0.3;0.009369500187564191;2.545226483001521e-06;5.055274725060806e-06;0.533978387289644;0.6334308987719466;0.530978387289644;0.6364308987719466;0.527978387289644;0.6394308987719466
0.5601636398711239;0.5677459231197338;0.5677459231197338;0;0.0;0.3;0.008468756237894752;2.524264538847344e-06;6.740366300081057e-06;0.5180640422323801;0.6174278040070875;0.5150640422323801;0.6204278040070875;0.5120640422323801;0.6234278040070875
0.5802105173381147;0.5733864854298845;0.5733864854298845;0;0.0;0.3;0.009236149443812888;2.5421231695188617e-06;6.740366300081076e-06;0.523666799169172;0.6231061716905969;0.520666799169172;0.6261061716905969;0.517666799169172;0.6291061716905969
0.5853317519157595;0.57957820148148;0.57957820148148;0;0.0;0.3;0.009180664021730773;2.5408319231891104e-06;8.425457875101346e-06;0.5298612486917986;0.6292951542711613;0.5268612486917986;0.6322951542711613;0.5238612486917986;0.6352951542711613
0.5853260596686632;0.5833383933945822;0.5833383933945822;0;0.0;0.3;0.00916972053407692;2.5405772483981935e-06;8.425457875101346e-06;0.5336219797322131;0.6330548070569512;0.5306219797322131;0.6360548070569512;0.5276219797322131;0.6390548070569512
0.5902401049277488;0.5885484961269412;0.5885484961269412;0;0.0;0.3;0.009133079586674333;2.5397245471466436e-06;6.740366300081076e-06;0.5388338875687692;0.6382631046851132;0.5358338875687692;0.6412631046851132;0.5328338875687691;0.6442631046851132
0.5951317744687191;0.5940892121005499;0.5940892121005499;0;0.0;0.3;0.009115380964444197;2.5393126681316024e-06;5.055274725060806e-06;0.5443754754591685;0.6438029487419312;0.5413754754591685;0.6468029487419312;0.5383754754591685;0.6498029487419312
0.6002710776526764;0.5993814632229029;0.5993814632229029;0;0.0;0.3;0.008800304220652708;2.531980261280509e-06;6.740366300081076e-06;0.549683248733456;0.6490796777123498;0.546683248733456;0.6520796777123498;0.543683248733456;0.6550796777123498
0.6053645202563709;0.6047056051398044;0.6047056051398044;0;0.0;0.3;0.008535109540766956;2.5258087004592674e-06;8.425457875101346e-06;0.5550204553788546;0.6543907549007543;0.5520204553788546;0.6573907549007543;0.5490204553788546;0.6603907549007543
0.5953398302316084;0.6005038555399415;0.6005038555399415;0;0.0;0.3;0.008294251045397381;2.5202034867569173e-06;8.425457875101346e-06;0.5508305715933797;0.6501771394865032;0.5478305715933797;0.6531771394865032;0.5448305715933797;0.6561771394865032
0.6102367794900028;0.60767828400082;0.60767828400082;0;0.0;0.3;0.007834822977563449;2.509511762983107e-06;6.740366300081076e-06;0.5580276336265938;0.6573289343750462;0.5550276336265938;0.6603289343750463;0.5520276336265938;0.6633289343750463
0.6102373836559688;0.6105538981648059;0.6105538981648059;0;0.0;0.3;0.006808999557582834;2.485638992869499e-06;6.740366300081076e-06;0.5609537846432562;0.6601540116863556;0.5579537846432562;0.6631540116863556;0.5549537846432562;0.6661540116863556
0.6102367759308852;0.6114575179795854;0.6114575179795854;0;0.0;0.3;0.006415309813439638;2.4764771190275146e-06;6.740366300081076e-06;0.5618767994535219;0.6610382365056489;0.5588767994535219;0.6640382365056489;0.5558767994535219;0.6670382365056489
0.6102342056988812;0.6114798456091755;0.6114798456091755;0;0.0;0.3;0.006079921308642359;2.468672020686201e-06;6.740366300081076e-06;0.5619156498872575;0.6610440413310934;0.5589156498872575;0.6640440413310934;0.5559156498872575;0.6670440413310934
0.6004533154675414;0.6059513690957725;0.6059513690957725;0;0.0;0.3;0.0059775381560919095;2.4662893791742827e-06;1.0110549450121616e-05;0.5563922172461198;0.6555105209454253;0.5533922172461198;0.6585105209454253;0.5503922172461198;0.6615105209454253
0.6479602652394104;0.6327639205089117;0.6327639205089117;0;0.0;0.3;0.006131079297650035;2.469862559805573e-06;8.425457875101346e-06;0.5831972045055269;0.6823306365122965;0.5801972045055269;0.6853306365122965;0.5771972045055269;0.6883306365122965
0.5953645726087391;0.6070664457561991;0.6070664457561991;0;0.0;0.3;0.008328197245739645;2.5209934763606024e-06;5.055274725060806e-06;0.557391489461266;0.6567414020511321;0.554391489461266;0.6597414020511321;0.551391489461266;0.6627414020511321
0.6201999432090616;0.61433677566853;0.61433677566853;0;0.0;0.3;0.01035977465135794;2.5682719644782166e-06;6.740366300081076e-06;0.5645617343823118;0.6641118169547481;0.5615617343823118;0.6671118169547481;0.5585617343823118;0.6701118169547481
0.6202262423722946;0.6184441029833391;0.6184441029833391;0;0.0;0.3;0.010384656806527814;2.568851017323699e-06;6.740366300081076e-06;0.5686678358859476;0.6682203700807305;0.5656678358859476;0.6712203700807305;0.5626678358859476;0.6742203700807305
0.6202410310375436;0.6202716242977695;0.6202716242977695;0;0.0;0.3;0.010127577402370372;2.5628683136762137e-06;6.740366300081076e-06;0.5705080221324911;0.6700352264630479;0.5675080221324911;0.6730352264630479;0.5645080221324911;0.6760352264630479
0.6001975443414879;0.6075714973272874;0.6075714973272874;0;0.0;0.3;0.010114903889012391;2.5625733780517834e-06;6.740366300081076e-06;0.5578085195184674;0.6573344751361074;0.5548085195184674;0.6603344751361074;0.5518085195184674;0.6633344751361074
0.5950996785182612;0.5976317750816135;0.5976317750816135;0;0.0;0.3;0.009833950643495567;2.5560350868485845e-06;5.055274725060806e-06;0.5478826383418325;0.6473809118213945;0.5448826383418325;0.6503809118213945;0.5418826383418325;0.6533809118213945
0.6050886700182886;0.601170926695372;0.601170926695372;0;0.0;0.3;0.01014875238116963;2.5633610938089238e-06;5.055274725060806e-06;0.5514062813517423;0.6509355720390017;0.5484062813517423;0.6539355720390017;0.5454062813517423;0.6569355720390017
0.6302643364477974;0.6187936759826332;0.6187936759826332;0;0.0;0.3;0.01009829050946949;2.562186754600892e-06;6.740366300081076e-06;0.5690315166264808;0.6685558353387857;0.5660315166264808;0.6715558353387857;0.5630315166264808;0.6745558353387857
0.6353405633128841;0.6308397303287727;0.6308397303287727;0;0.0;0.3;0.010741786343809718;2.5771620688928575e-06;8.425457875101346e-06;0.581045869362436;0.6806335912951095;0.578045869362436;0.6836335912951095;0.575045869362436;0.6866335912951095
0.6252833347538276;0.6300815361927842;0.6300815361927842;0;0.0;0.3;0.010960031640680207;2.5822410324835535e-06;8.425457875101346e-06;0.5802769234438302;0.6798861489417382;0.5772769234438302;0.6828861489417382;0.5742769234438302;0.6858861489417382
0.645098203594149;0.6424680312546301;0.6424680312546301;0;0.0;0.3;0.010950009833881637;2.582007806876529e-06;5.055274725060806e-06;0.592663912226685;0.6922721502825753;0.589663912226685;0.6952721502825753;0.586663912226685;0.6982721502825753
0.6450960855012745;0.6464858695999003;0.6464858695999003;0;0.0;0.3;0.011178085594206043;2.5873155431678425e-06;5.055274725060806e-06;0.5966705144947959;0.6963012247050047;0.5936705144947959;0.6993012247050047;0.5906705144947959;0.7023012247050047
0.6502241156499348;0.6510915938591497;0.6510915938591497;0;0.0;0.3;0.011163082307119236;2.5869663894864242e-06;6.740366300081076e-06;0.6012769778860386;0.7009062098322608;0.5982769778860386;0.7039062098322608;0.5952769778860386;0.7069062098322608
0.650217360446142;0.6523956745188454;0.6523956745188454;0;0.0;0.3;0.011070145764951845;2.5848035877184963e-06;6.740366300081076e-06;0.6025856370338526;0.7022057120038382;0.5995856370338526;0.7052057120038382;0.5965856370338526;0.7082057120038382
0.6502297876657696;0.6523071316806338;0.6523071316806338;0;0.0;0.3;0.011021721696287226;2.583676671880274e-06;6.740366300081076e-06;0.6024994797914233;0.7021147835698444;0.5994994797914233;0.7051147835698444;0.5964994797914233;0.7081147835698444
0.6602113052888432;0.6584251052667943;0.6584251052667943;0;0.0;0.3;0.011034199107062185;2.583967043842194e-06;6.740366300081076e-06;0.6086168386820545;0.7082333718515341;0.6056168386820545;0.7112333718515341;0.6026168386820545;0.7142333718515341
0.6702217822764339;0.6675490703974097;0.6675490703974097;0;0.0;0.3;0.011063410552014994;2.5846468471070264e-06;6.740366300081076e-06;0.6177393647204623;0.7173587760743572;0.6147393647204623;0.7203587760743572;0.6117393647204623;0.7233587760743572
0.6604277031805031;0.6659467189748648;0.6659467189748648;0;0.0;0.3;0.011143726483499818;2.5865159443916587e-06;1.0110549450121616e-05;0.6161330565600247;0.7157603813897049;0.6131330565600247;0.7187603813897049;0.6101330565600247;0.7217603813897049
0.6603805364152614;0.6637815105906031;0.6637815105906031;0;0.0;0.3;0.0110202929226114;2.5836434217274276e-06;1.0110549450121616e-05;0.6139739290894568;0.7135890920917494;0.6109739290894568;0.7165890920917494;0.6079739290894568;0.7195890920917494
0.6751153842272305;0.6727333640925237;0.6727333640925237;0;0.0;0.3;0.00954786675889008;2.5493773963753803e-06;5.055274725060806e-06;0.6229983211810253;0.7224684070040222;0.6199983211810253;0.7254684070040222;0.6169983211810253;0.7284684070040222
0.6751363199833198;0.6755718428773685;0.6755718428773685;0;0.0;0.3;0.007165451881282838;2.493934284451273e-06;5.055274725060806e-06;0.6259541688495776;0.7251895169051594;0.6229541688495775;0.7281895169051594;0.6199541688495775;0.7311895169051594
0.7002815074201192;0.6924939403039421;0.6924939403039421;0;0.0;0.3;0.007109408669386575;2.4926300573416475e-06;6.740366300081076e-06;0.6428790272265135;0.7421088533813707;0.6398790272265135;0.7451088533813707;0.6368790272265135;0.7481088533813707
0.6854148921997544;0.6915233021002604;0.6915233021002604;0;0.0;0.3;0.007741116856281953;2.5073310517144628e-06;8.425457875101327e-06;0.6418772681272138;0.7411693360733069;0.6388772681272138;0.7441693360733069;0.6358772681272138;0.7471693360733069
0.6854233571416624;0.6895468096250122;0.6895468096250122;0;0.0;0.3;0.007805443436972616;2.5088280478281325e-06;8.425457875101327e-06;0.6398976066241698;0.7391960126258547;0.6368976066241698;0.7421960126258547;0.6338976066241698;0.7451960126258547
0.6802449993600425;0.6840170519320616;0.6840170519320616;0;0.0;0.3;0.0069346790755785166;2.488563783026032e-06;6.740366300081057e-06;0.6344107468504816;0.7336233570136417;0.6314107468504816;0.7366233570136417;0.6284107468504816;0.7396233570136417
0.680248429918045;0.6814718443794372;0.6814718443794372;0;0.0;0.3;0.006514796037592923;2.4787923437654405e-06;6.740366300081057e-06;0.6318862246973311;0.7310574640615433;0.6288862246973311;0.7340574640615433;0.6258862246973311;0.7370574640615433
0.6802556657781298;0.6803381768413607;0.6803381768413607;0;0.0;0.3;0.006703255663014501;2.483178140800052e-06;6.740366300081057e-06;0.6307432727579241;0.7299330809247973;0.6277432727579241;0.7329330809247973;0.6247432727579241;0.7359330809247973
0.6650878243290593;0.6690488572566408;0.6690488572566408;0;0.0;0.3;0.006002148472412036;2.4668621058370694e-06;5.055274725060806e-06;0.619488492987866;0.7186092215254155;0.616488492987866;0.7216092215254155;0.613488492987866;0.7246092215254155
0.6652929431055336;0.6649202489033582;0.6649202489033582;0;0.0;0.3;0.006445506061923812;2.477179840455312e-06;8.425457875101346e-06;0.6153380427690657;0.7145024550376508;0.6123380427690657;0.7175024550376508;0.6093380427690657;0.7205024550376508
0.6851090274241705;0.6785794428920267;0.6785794428920267;0;0.0;0.3;0.006564557709741288;2.479950388060909e-06;5.0552747250607875e-06;0.6289913717175435;0.7281675140665098;0.6259913717175435;0.7311675140665098;0.6229913717175435;0.7341675140665098
0.6902415724422442;0.6866595682655697;0.6866595682655697;0;0.0;0.3;0.006677419636396661;2.482576889637246e-06;6.740366300081057e-06;0.637065936985469;0.7362531995456705;0.634065936985469;0.7392531995456705;0.631065936985469;0.7422531995456705
0.6902515475814116;0.6904254703767181;0.6904254703767181;0;0.0;0.3;0.006805593759980456;2.485559733786863e-06;6.740366300081057e-06;0.6408255246406648;0.7400254161127714;0.6378255246406648;0.7430254161127714;0.6348255246406648;0.7460254161127714
0.6751192493673807;0.6804949035761392;0.6804949035761392;0;0.0;0.3;0.006791983170406329;2.4852429907005914e-06;5.055274725060806e-06;0.6308956283612952;0.7300941787909832;0.6278956283612952;0.7330941787909832;0.6248956283612952;0.7360941787909832
0.6751094490782451;0.6764635668197477;0.6764635668197477;0;0.0;0.3;0.0073027688037715826;2.4971298981011777e-06;5.055274725060806e-06;0.6268391279190296;0.7260880057204658;0.6238391279190296;0.7290880057204658;0.6208391279190296;0.7320880057204658
0.675108337780106;0.6748987885849608;0.6748987885849608;0;0.0;0.3;0.007399736505685983;2.49938651226221e-06;5.055274725060806e-06;0.6252695726023683;0.7245280045675533;0.6222695726023683;0.7275280045675533;0.6192695726023683;0.7305280045675533
0.6853336742485512;0.6801383856462871;0.6801383856462871;0;0.0;0.3;0.007333462752759304;2.4978442019216893e-06;8.425457875101327e-06;0.6305124346182889;0.7297643366742854;0.6275124346182889;0.7327643366742854;0.6245124346182889;0.7357643366742854
0.6750950818913238;0.6766252044283332;0.6766252044283332;0;0.0;0.3;0.00715233540220297;2.4936290402116947e-06;5.055274725060806e-06;0.627008176579561;0.7262422322771054;0.624008176579561;0.7292422322771054;0.621008176579561;0.7322422322771054
0.6801987717579636;0.6786237139871831;0.6786237139871831;0;0.0;0.3;0.007196772255530339;2.4946631663228695e-06;6.740366300081057e-06;0.629004496971478;0.7282429310028883;0.626004496971478;0.7312429310028883;0.623004496971478;0.7342429310028883
0.6751063899288519;0.6761654527496871;0.6761654527496871;0;0.0;0.3;0.007173747162167954;2.4941273306712573e-06;5.055274725060806e-06;0.6265473700576174;0.7257835354417568;0.6235473700576174;0.7287835354417568;0.6205473700576174;0.7317835354417568
0.6851073937043303;0.682182896553854;0.682182896553854;0;0.0;0.3;0.00693834497715069;2.4886490951994404e-06;5.0552747250607875e-06;0.6325764108728412;0.7317893822348668;0.6295764108728412;0.7347893822348668;0.6265764108728412;0.7377893822348668
0.6702118357322134;0.6752711160661703;0.6752711160661703;0;0.0;0.3;0.007038033142349336;2.490969019471475e-06;6.740366300081076e-06;0.625659719280556;0.7248825128517846;0.622659719280556;0.7278825128517846;0.619659719280556;0.7308825128517846
0.6650890631788033;0.6675561195527902;0.6675561195527902;0;0.0;0.3;0.006022973857732596;2.4673467502959517e-06;5.055274725060806e-06;0.6179947293282716;0.7171175097773087;0.6149947293282716;0.7201175097773087;0.6119947293282716;0.7231175097773087
0.6351705516970751;0.6496400923263554;0.6496400923263554;0;0.0;0.3;0.00621206821697722;2.4717473187369723e-06;1.1795641025141886e-05;0.6000693864305537;0.6992107982221571;0.5970693864305537;0.7022107982221572;0.5940693864305537;0.7052107982221572
0.6200617288221009;0.6262583350717509;0.6262583350717509;0;0.0;0.3;0.007242775972861882;2.495733756199096e-06;6.740366300081076e-06;0.5766368516980741;0.6758798184454277;0.5736368516980741;0.6788798184454277;0.5706368516980741;0.6818798184454277
0.6251092634635851;0.6202591621308291;0.6202591621308291;0;0.0;0.3;0.008648280147461662;2.52844238557955e-06;8.425457875101346e-06;0.5705684370572413;0.669949887204417;0.5675684370572412;0.672949887204417;0.5645684370572412;0.675949887204417
0.6201129116370553;0.616623599835601;0.616623599835601;0;0.0;0.3;0.008672238537754994;2.5289999407421873e-06;6.740366300081076e-06;0.566931694459812;0.66631550521139;0.563931694459812;0.66931550521139;0.560931694459812;0.67231550521139
0.6200905383451285;0.6160561638326578;0.6160561638326578;0;0.0;0.3;0.008658517435543016;2.5286806258265487e-06;6.740366300081076e-06;0.5663649344224468;0.6657473932428688;0.5633649344224468;0.6687473932428688;0.5603649344224468;0.6717473932428688
0.6150580679354346;0.6132011430415347;0.6132011430415347;0;0.0;0.3;0.008470260192158055;2.5242995385887124e-06;8.425457875101346e-06;0.56351918806237;0.6628830980206994;0.56051918806237;0.6658830980206994;0.55751918806237;0.6688830980206995
0.5999870020493763;0.6026795536942996;0.6026795536942996;0;0.0;0.3;0.008464431812345291;2.5241639016275207e-06;6.740366300081076e-06;0.5529978858483453;0.6523612215402539;0.5499978858483453;0.6553612215402539;0.5469978858483453;0.6583612215402539
0.6050320934611872;0.6015181260067176;0.6015181260067176;0;0.0;0.3;0.007687989777275408;2.506094688302176e-06;8.425457875101346e-06;0.5518747093217077;0.6511615426917275;0.5488747093217077;0.6541615426917275;0.5458747093217077;0.6571615426917276
0.6000198216326121;0.5989736469259067;0.5989736469259067;0;0.0;0.3;0.007184518926657406;2.4943780091529195e-06;6.740366300081076e-06;0.5493550335664098;0.6485922602854036;0.5463550335664098;0.6515922602854036;0.5433550335664098;0.6545922602854036
0.6050410751105908;0.6011340531199024;0.6011340531199024;0;0.0;0.3;0.006937200220550624;2.48862245463868e-06;8.425457875101346e-06;0.5515276238349462;0.6507404824048586;0.5485276238349462;0.6537404824048586;0.5455276238349462;0.6567404824048586
0.6050243314963993;0.6035305161163028;0.6035305161163028;0;0.0;0.3;0.0069929322885395155;2.4899194408656858e-06;5.055274725060806e-06;0.5539213412093864;0.6531396910232192;0.5509213412093864;0.6561396910232192;0.5479213412093864;0.6591396910232192
0.6050253478495233;0.6044567475459062;0.6044567475459062;0;0.0;0.3;0.0071456063903383256;2.4934724439104135e-06;5.055274725060806e-06;0.5548400511996856;0.6540734438921267;0.5518400511996856;0.6570734438921267;0.5488400511996856;0.6600734438921267
0.6350687307348305;0.6257671272056449;0.6257671272056449;0;0.0;0.3;0.007208696498074168;2.4949406650575276e-06;5.055274725060806e-06;0.576147322746061;0.6753869316652288;0.573147322746061;0.6783869316652288;0.570147322746061;0.6813869316652288
0.6301481675858565;0.6314312868868427;0.6314312868868427;0;0.0;0.3;0.008943067348987916;2.5353026180107832e-06;6.740366300081076e-06;0.5817260392189327;0.6811365345547526;0.5787260392189327;0.6841365345547527;0.5757260392189327;0.6871365345547527
0.6350871146240521;0.63604177786767;0.63604177786767;0;0.0;0.3;0.009140490161882247;2.5398970046621402e-06;5.055274725060806e-06;0.5863268042299529;0.6857567515053872;0.5833268042299529;0.6887567515053872;0.5803268042299529;0.6917567515053872
0.6250714176160038;0.6302374724455359;0.6302374724455359;0;0.0;0.3;0.0092245439721214;2.5418530891596553e-06;5.055274725060806e-06;0.5805183579245612;0.6799565869665105;0.5775183579245612;0.6829565869665105;0.5745183579245612;0.6859565869665105
0.6250662008420841;0.6271899843760387;0.6271899843760387;0;0.0;0.3;0.009258883823674536;2.5426522397404435e-06;5.055274725060806e-06;0.5774691781135955;0.6769107906384818;0.5744691781135955;0.6799107906384818;0.5714691781135955;0.6829107906384818
0.6250531359025882;0.6257141085151007;0.6257141085151007;0;0.0;0.3;0.009042995806697528;2.5376281343250373e-06;5.055274725060806e-06;0.5760039379046578;0.6754242791255436;0.5730039379046578;0.6784242791255436;0.5700039379046578;0.6814242791255436
0.6151136068318801;0.6193513569700777;0.6193513569700777;0;0.0;0.3;0.00899724211423086;2.5365633629805443e-06;8.425457875101346e-06;0.569643440400214;0.6690592735399414;0.566643440400214;0.6720592735399414;0.563643440400214;0.6750592735399414
