wmp;kalman_p;reserva_p;inventario;pnl;gamma;sigma;kappa_calibrada;Q;R;bid_capa_0;ask_capa_0;bid_capa_1;ask_capa_1;bid_capa_2;ask_capa_2
0.37488593601978315;0.37466195477668607;0.3746615374527882;3;-0.33973495534012366;1.3498588075760033e-05;0.0164573524001198;50;0.00010519933440381174;1.3000000000000003e-06;0.36449696529718567;0.3848261096083907;0.35449696529718566;0.3948261096083907;0.34449696529718565;0.4048261096083907
0.35486729531157685;0.35504439005538707;0.35504372114461946;4;-0.40804022474581925;1.4918246976412705e-05;0.018448579561333316;50;0.00010699806816934286;1.3000000000000003e-06;0.34485923687198966;0.36522820541724926;0.33485923687198965;0.37522820541724927;0.32485923687198964;0.3852282054172493
0.26226285272149563;0.26410199297477066;0.2641007927408895;6;-0.923324300862723;1.822118800390509e-05;0.01861349872825197;50;0.0001071470444789765;4.9000000000000005e-06;0.25391465961021664;0.27428692587156234;0.24391465961021663;0.28428692587156235;0.23391465961021665;0.29428692587156235
0.2995913239466737;0.2990370996799131;0.29903620344142;4;-0.7532140082485701;1.4918246976412705e-05;0.026331555444809022;50;0.00011411899097045311;1.6000000000000006e-06;0.2887728894217436;0.3092995174610964;0.2787728894217436;0.3192995174610964;0.2687728894217436;0.3292995174610964
0.304431878110025;0.30433575269435903;0.304334821289441;4;-0.7320193961907864;1.4918246976412705e-05;0.028227038535041372;50;0.0001158312363148348;1.9000000000000007e-06;0.29405255244169676;0.31461709013718525;0.28405255244169675;0.32461709013718526;0.27405255244169674;0.33461709013718527
0.29964863279430987;0.29967417052297113;0.29967326802217625;4;-0.750665724876338;1.4918246976412705e-05;0.028396037032643897;50;0.00011598389760325174;1.6000000000000006e-06;0.28938930918970873;0.3099572268546438;0.2793893091897087;0.3199572268546438;0.2693893091897087;0.3299572268546438
0.3148214655582318;0.31472850306914796;0.31472791574010045;3;-0.6952196709061349;1.3498588075760033e-05;0.028134680989309577;50;0.0001157478070410456;1.3000000000000003e-06;0.30444657031432654;0.32500926116587436;0.29444657031432653;0.3350092611658744;0.2844465703143265;0.3450092611658744
0.3493792096098318;0.3491333313340281;0.3491329922734132;2;-0.6161292562796482;1.22140275816017e-05;0.028461585457316186;50;0.00011604310941345203;2.1999999999999993e-06;0.33884837767784654;0.3594176068689799;0.3288483776778465;0.3694176068689799;0.3188483776778465;0.3794176068689799
0.2893461422178855;0.29004713330887727;0.29004599178729;5;-0.8507053854368578;1.6487212707001284e-05;0.029552535032550616;50;0.00011702859609005507;2.1999999999999993e-06;0.2797504681349125;0.30034151543966753;0.2697504681349125;0.31034151543966754;0.2597504681349125;0.32034151543966755
0.35420844385290245;0.35338389088463684;0.35338354176240233;2;-0.6631487238929679;1.22140275816017e-05;0.03169978215844878;50;0.00011896826725541768;2.4999999999999994e-06;0.34306654520378843;0.36370053832101623;0.3330665452037884;0.37370053832101624;0.3230665452037884;0.38370053832101625
0.37975612921560975;0.37973553808318644;0.37973537259624257;1;-0.626480429258039;1.1051709180756478e-05;0.034689401773416076;50;0.00012166887814114837;1.6000000000000006e-06;0.36938847972165556;0.3900822654708296;0.35938847972165555;0.4000822654708296;0.34938847972165554;0.4100822654708296
0.35488581599496644;0.3551312148001184;0.3551308592260991;2;-0.6653420174626442;1.22140275816017e-05;0.03523069002962224;50;0.00012215783966311263;1.3000000000000003e-06;0.3447785535930959;0.3654831648591023;0.3347785535930959;0.3754831648591023;0.3247785535930959;0.38548316485910233
0.389598308551734;0.38930224397897895;0.38930208822457085;1;-0.6208190382247997;1.1051709180756478e-05;0.03555012853042988;50;0.00012244639780886589;2.1999999999999993e-06;0.3789465880833647;0.39965758836577703;0.36894658808336467;0.40965758836577704;0.35894658808336466;0.41965758836577705
0.3546524932871317;0.3550225933742528;0.3550222546406048;2;-0.6790226835386377;1.22140275816017e-05;0.03656527116656233;50;0.00012336340585898155;1.899999999999999e-06;0.3446566031978659;0.36538790608334365;0.3346566031978659;0.37538790608334366;0.3246566031978659;0.38538790608334367
0.3496784306957613;0.34965296387529887;0.34965263974159067;2;-0.6897619425365455;1.22140275816017e-05;0.03675209153634439;50;0.0001235321661660734;1.5999999999999987e-06;0.33928512009538264;0.3600201593877987;0.32928512009538263;0.3700201593877987;0.3192851200953826;0.3800201593877987
0.31964949608722865;0.31978514943880254;0.3197846449798267;3;-0.7689975420661183;1.3498588075760033e-05;0.036388958778780345;50;0.0001232041377195335;1.6000000000000006e-06;0.3094207567872704;0.3301485331723831;0.29942075678727037;0.3401485331723831;0.28942075678727036;0.3501485331723831
0.3448400408958292;0.3446237739791116;0.34462348367235784;2;-0.7089569092519197;1.22140275816017e-05;0.03619209756436589;50;0.0001230263072236523;1.2999999999999984e-06;0.3342615639651841;0.3549854033795316;0.3242615639651841;0.3649854033795316;0.31426156396518407;0.3749854033795316
0.3396539232392964;0.33970772885287076;0.33970745257060714;2;-0.7187889995044013;1.22140275816017e-05;0.03648835527905681;50;0.00012329392548694922;1.5999999999999987e-06;0.32934257028664915;0.3500723348545651;0.31934257028664914;0.36007233485456513;0.30934257028664913;0.37007233485456514
0.30924178956400683;0.3094870180791418;0.3094867575507506;2;-0.7792304210518592;1.22140275816017e-05;0.03622785959944262;50;0.00012305861211646895;2.200000000000001e-06;0.2991244802232699;0.31984903487823135;0.28912448022326986;0.32984903487823136;0.27912448022326986;0.33984903487823137
0.32964722827191795;0.3294301104602182;0.32942999938999024;1;-0.7489253118716932;1.1051709180756478e-05;0.03683945774618178;50;0.0001236110866200839;1.6000000000000006e-06;0.319061605958051;0.3397983928219295;0.309061605958051;0.3497983928219295;0.299061605958051;0.3597983928219295
0.2896249514884216;0.28987982053790384;0.28987944455937614;3;-0.8368391726343019;1.3498588075760033e-05;0.036452278125026015;50;0.0001232613359379598;1.5999999999999987e-06;0.2795149231734426;0.30024396594530967;0.2695149231734426;0.3102439659453097;0.2595149231734426;0.3202439659453097
0.2896163102398192;0.28950103425738327;0.28950067557437187;3;-0.8379755314758636;1.3498588075760033e-05;0.037212168181653356;50;0.00012394776686335657;1.5999999999999987e-06;0.2791285552888951;0.29987279585984866;0.26912855528889507;0.30987279585984867;0.25912855528889506;0.3198727958598487
0.2896002531530117;0.2895417989725623;0.289541528225221;3;-0.8378532373303265;1.3498588075760033e-05;0.030974803231454157;50;0.00011831337257504931;1.5999999999999987e-06;0.27923178158084916;0.29985127486959284;0.26923178158084915;0.30985127486959285;0.25923178158084914;0.31985127486959286
0.27959815483435246;0.2796329017532464;0.2796326634095069;3;-0.8675799289882742;1.3498588075760033e-05;0.02994563334736887;50;0.00011738369330136776;1.5999999999999987e-06;0.2693332084625904;0.28993211835642335;0.2593332084625904;0.29993211835642336;0.2493332084625904;0.30993211835642337
0.2839919954533681;0.2838779283744585;0.2838777146242814;3;-0.8548448491246379;1.3498588075760033e-05;0.029983167720236126;50;0.00011741759919877587;2.4999999999999994e-06;0.2735778843336868;0.294177544914876;0.2635778843336868;0.30417754491487603;0.2535778843336868;0.31417754491487604
0.2696204612553482;0.26970178036437015;0.2697015925638054;3;-0.897373293154903;1.3498588075760033e-05;0.029996571033504876;50;0.00011742970680388298;1.6000000000000006e-06;0.2594016282400961;0.28000155688751466;0.2494016282400961;0.29000155688751467;0.23940162824009611;0.3000015568875147
0.2743829407571092;0.2742881790528008;0.2742880141060437;3;-0.883614097089611;1.3498588075760033e-05;0.029891777233716377;50;0.00011733504349787272;1.899999999999999e-06;0.26398909772019125;0.28458693049189615;0.25398909772019124;0.29458693049189616;0.24398909772019126;0.30458693049189617
0.24477387314767973;0.24491815924662574;0.24491787894433042;5;-0.9998660334552669;1.6487212707001284e-05;0.028677944557862343;50;0.00011623855292045761;1.3000000000000003e-06;0.2346311011952574;0.2552046566934034;0.2246311011952574;0.26520465669340343;0.2146311011952574;0.27520465669340344
0.21947999004874688;0.2195396097429736;0.21953936435017682;6;-1.1418502724258115;1.822118800390509e-05;0.026343006165137052;50;0.00011412933474121662;1.6000000000000006e-06;0.20927593615922355;0.2298027925411301;0.19927593615922354;0.2398027925411301;0.18927593615922356;0.24980279254113008
0.19945636058134636;0.19944999987021728;0.1994498399497606;6;-1.2623879316623494;1.822118800390509e-05;0.02174249382576498;50;0.00010997355731674233;1.5999999999999995e-06;0.18923241687381576;0.20966726302570543;0.17923241687381575;0.21966726302570544;0.16923241687381577;0.22966726302570542
0.1947266999237538;0.19464039509423242;0.19464028691806795;6;-1.2912455603182584;1.822118800390509e-05;0.020421025849051748;50;0.00010877983662224678;1.3000000000000003e-06;0.18443607851948163;0.20484449531665427;0.17443607851948162;0.21484449531665428;0.16443607851948164;0.22484449531665426
0.20474405228429354;0.20462084916636744;0.20462078427765268;6;-1.2313628358854485;1.822118800390509e-05;0.02012609895152242;50;0.00010851342052503664;1.2999999999999994e-06;0.1944195251475041;0.21482204340780126;0.1844195251475041;0.22482204340780126;0.1744195251475041;0.23482204340780125
0.20473134769738532;0.2047279869749336;0.2047279605040217;6;-1.2307200090340515;1.822118800390509e-05;0.01804762467468589;50;0.00010663587388678399;1.2999999999999994e-06;0.19454748611285308;0.21490843489519032;0.18454748611285307;0.22490843489519033;0.1745474861128531;0.2349084348951903
0.20419070932878067;0.20419370340700102;0.2041937015267709;6;-1.233925710441647;1.822118800390509e-05;0.017198202698938535;50;0.00010586856615880493;1.8999999999999998e-06;0.19402172135381154;0.21436568169973028;0.18402172135381153;0.22436568169973028;0.17402172135381155;0.23436568169973027
